,SMILES
sample_3863,Cc1ccc(S(O)(O)ONC(Cc2noc3c2C(=O)CC(C)(C)C3)C(NC2CCC3(C)C(=CCC4c5ccc(C)c(C)c5CCC43)C2)C(=O)O)cc1
sample_3864,CCCCC(CC)CON1CC(Sc2cncc(Cl)n2)CC1C(C)CC
sample_3865,Cc1cc(NC(CCC(=O)c2ccccc2Cl)C(=O)O)nn1C
sample_3866,N#Cc1cccc2c(NC(=O)CCC(C(=O)O)c3cc(O)c4c(=O)c5cc(O)ccc5oc4c3)cccc12
sample_3867,Cc1cccc(CC(C)C(=O)c2ccc3c(c2)N(C)c2ccccc2S3)c1C
sample_3868,O=C1C(=NNc2ccc(F)cc2)C(C(F)(F)F)=NN1C1CCCN2C(=O)CC(C3C(O)NN(c4ccccc4)C3O)C(=O)N12
sample_3869,Cc1cccc(ONCCCC(C(=O)O)C2Cc3ccccc3C(O)O2)c1
sample_3870,Cc1nc(N)nc2c1c(=O)n(C1CC3CCCCC3N1C1C3=C(CCCC3)OC(=O)C1(C)C)c1ccccc21
sample_3871,Cc1occc1N1CC(C2CCCCC2)CC1c1ccc2c(c1)C(O)OC2=O
sample_3872,CC(C(=O)N(CC(=O)NO)c1ccccc1)(C(F)(F)F)C(F)(F)F
sample_3873,Cc1cc2c(cc1C(C(=O)O)C(CC1CN=CC=N1)NCC1Cc3ccccc3C(=O)O1)CC2C(=O)O
sample_3874,CC1CCCC(NCn2cnc3c(N)ncnc32)C(=O)N1OC1CCC2(C)C3CCC4=C(CCC4(C)C#CCl)C3CCC2(C)C1
sample_3875,Cc1ccc(C)c2c1CCCC2OC1SCC(Oc2ccc3nc(S(N)(=O)=O)sc3c2)N1C1CCC(C2C(=O)NC(=O)NC2=O)CC1
sample_3876,Cc1cc(N=Nc2ccc(N)cc2)c(C2CC(Cn3cnc4c(O)ncnc43)CN2C2C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C4C(=O)c5c(O)cccc5C(C)C4C(O)C23)cc1N=Nc1ccc(N)cc1
sample_3877,CC1=Nc2ccccc2Nc2c1c(=O)n(SC1CC(n3c(=O)c4c(c5ccccc53)NCCN=C4C)N(c3nc4ccc(C)cc4s3)C1)c1ccccc21
sample_3878,CC12CCC(C(=O)C(N3C4CCCCC4CC3n3c(=S)sc4ccccc43)C1=O)C2(C)C
sample_3879,Cc1ccc(C)c(NN=C(C#N)c2nc(N(c3ccccc3C3(C)CCc4oc5c(Br)cc(Br)cc5c4-c4oc(C)cc43)C3CCCCC3)cs2)c1
sample_3880,Cc1cccc(OCC(C(=O)O)N2Cc3ccccc3OC2=O)c1
sample_3881,Cc1cc(C)c(CCCCP(=O)(O)CC(=O)C2CCC3(C)C(CCC4C5CCCC5(C)CCC43)C2)cc1C
sample_3882,CC12CCC3C(CCC4CC(C5CC(C6CCCCC6)CN5NS(O)(O)c5ccc(N)cc5)CCC43C)C1CC=C2C#Cc1ccccc1
sample_3883,O=C(O)C(CCCNCc1ccc2ccccc2c1)NNc1cc(Cl)ccc1Cl
sample_3884,Cc1cc2c(o1)-c1c(oc3ccccc13)CCC2(C)c1ccccc1CC(C(=O)O)C(=O)C(=NNc1ccccc1)C(=O)C(F)(F)F
sample_3885,C=C(Br)CC(C(=O)O)c1nnc(S)n1N=Cc1ccccc1Cl
sample_3886,CC1CCC(c2ccc(N(Oc3ccc(N)cc3)c3cc(O)c4n(c3=O)C(C(=O)O)CC4)cc2C2CCC3C4C=CC5CC(O)CCC5(C)C4CC(O)C23C)C(O)C1
sample_3887,CC1CC2C3CCC(O)(N(c4ccc5c(c4)OCO5)n4c(N)cc(=O)n(C)c4=O)C3(C)CC(O)C2(F)C2(C)C=CC(=O)C=C12
sample_3888,Nc1c(CCC(N)C(=O)C(=O)C(=NNc2cccnc2)C(=O)C(F)(F)F)ccc2c1C(=O)c1ccccc1C2=O
sample_3889,CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CCC(NOc2nc(Cl)nc(Cl)n2)C(=O)O)C2(C)C=CC(=O)C=C12
sample_3890,CCCCCCCCOC(=O)CP(=O)(O)CCCCC1CC2=C3C=CCC=C3N=C2C(C)N1
sample_3891,CC(=O)CC(=O)NC(C(=O)O)C(CNC1=CC(=O)C=CC1=O)Nc1cc(C)cc(C)c1
sample_3892,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(OCC(S)C(=O)c3csc(C(C#N)=NNc4ccc(Br)cc4)n3)CCC12
sample_3893,O=C(O)C(=O)CCC(NCc1c(O)cccc1O)C(C(=O)O)c1ccccc1C(=S)N1CCOCC1
sample_3894,C#CC1(OCC(NNc2cccnc2)C(=O)CC(C)C(=O)n2ccnc2)CCC2C3CCC4=CC(=O)CCC4C3CCC21C
sample_3895,COC1=C(OC)C2(C=CCCC2CN(C)CC(C)=NNS(O)(O)c2ccc(C)cc2)OC1=O
sample_3896,Cc1cc(C2Cc3ccccc3N2OC2CCC3(C)C(CC(=O)C4C5CCC(=O)C5(C)CCC43)C2)n(N)c(=O)c1C#N
sample_3897,CC(C)CCONC(CCC(=O)c1cc(Cl)cc(N)c1Cl)C(=O)O
sample_3898,CC(=O)C1=C(C)NC(=O)NC1CC(NCCC(N)=NS(N)(O)O)C(=O)CC(C)C(=O)Cc1ccc2ccccc2c1
sample_3899,CC(C(=O)C(C)(Cl)C(=O)O)c1ccccc1N=C=S
sample_3900,O=C(CP(=O)(O)CCCCCc1ccccc1C=NNc1ccccc1)C(Br)C(Br)N(O)c1ccccc1
sample_3901,CC1NCCc2cc(C3CC(SNc4c(C=O)c(=O)oc5ccccc45)CN3CCCN)c(O)cc21
sample_3902,CC12CCC(O)(N3CC4(CC3C3C=C(c5ccccc5)NC3)SCCS4)CC1CCC1C2CCC2(C)C1CCC21OCCO1
sample_3903,CC(NP(=O)(O)CCc1cn2c3c(cc(F)cc3c1=O)CCC2C)C(=O)c1ccc2c(c1)CCC(=O)N2
sample_3904,Clc1cccc(NN(OC2Cc3ccccc32)c2ccc3c(c2)OCO3)c1
sample_3905,Cc1ccc(N=NC2C(=O)NN(SC3CC(OC4CC5C6OC6C(C4)N5C)N(c4ccc5cc6ccccc6cc5c4)C3)C2=O)cc1
sample_3906,Cc1ccnc(NC(C)C(=O)CC(Cl)=C(Cl)Cl)n1
sample_3907,CSC(SC)=C1CCCC(=C(SC)SC)C1C1(C)C(=O)N2CCCC(CC(O)=NNC(N)=O)N2C1=O
sample_3908,CC1c2cc(O)c(NC3CCCC4SCC(c5ccc6c(c5O)C57CCN(C)C5(C=CC(=O)C7)CC6)N4C3=O)cc2CCN1C
sample_3909,CCC(OCC1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4C(O)C3CC12)C(=O)O
sample_3910,ClCCN1CC(Cc2cc3ccccc3cn2)CC1c1ccc(Br)c2c(Br)cccc12
sample_3911,Cn1nccc1CC(Nc1nn(C)c2ncnc(N)c12)C(=O)O
sample_3912,CS(O)(O)c1ccc2c(c1)N(C1CC(C3CCCCC3)CN1Cc1coc3ccc(Cl)cc3c1=O)c1ccccc1S2
sample_3913,CCCCCCCCCN(C(C)=O)c1ccc2c(c1)OCO2
sample_3914,Cc1cc(C)c2cnn(N3C(=O)C(NN4N=C(c5ccc(N)cc5)CC4=O)CCCC3C)c2n1
sample_3915,Cc1nc(NOP(=O)(O)CCCCc2ccc(S(C)=O)cc2)nc(Cl)c1C
sample_3916,NS(=O)(=O)c1cc(OCC2Nc3cc(Cl)c(S(N)(=O)=O)cc3S(=O)(=O)N2)c(O)cc1Cl
sample_3917,Cc1cc2c(o1)-c1c(oc3ccccc13)CCC2(C)c1ccccc1C(CCCCN)C(=O)c1nc(C)c(N=Nc2ccc(Cl)cc2)s1
sample_3918,C=C1CC23CC1(O)CCC2C12C=CC(O)C(C)(C(=O)O1)C2C3C(=O)CCC(=O)C(CC1CC(=O)c2cnccc2C1)Nc1c(C)sc2ccccc12
sample_3919,CC1=Nc2ccccc2Nc2c1c(=O)n(NC(CN1CCNC1=O)CP(=O)(O)CC(=O)Cc1ccco1)c1ccccc21
sample_3920,O=C(CP(=O)(O)CCCCc1cc(Cl)c(Br)cc1Cl)C1CCc2ccccc2N1
sample_3921,CC1CCc2ccc(C(=O)C(N)Cc3ccc(C#N)cc3)cc2N1
sample_3922,CC(=O)C1=C(C)NC(=O)NC1C(=O)CCC(Nc1cccc(NN=C(C#N)c2nc(C)c(N=Nc3ccc(F)cc3)s2)c1)C(=O)O
sample_3923,CC(NP(=O)(O)CCc1nc2ccccc2c(=O)o1)C(=O)c1ccc(N=O)cc1
sample_3924,CC(OC1CC(CNC(=S)c2ccccc2)CN1Nc1ccccc1O)C(=O)O
sample_3925,CCC(C)(O)CC1CC(SNc2cc(=O)n(C)c(=O)n2C)CN1CCC(=O)NNc1ccccc1
sample_3926,Cc1ccc(NC2CSC3CCCC(NC4CCC5(C)C(CCC6C7CCC(=O)C7(C)CCC65)C4)C(=O)N23)cc1C
sample_3927,CCCCCCCCON(C1CCCCC1)C1N=C(c2ccccc2)OC1=O
sample_3928,Cn1c(=O)c(CC(S)C(=O)N2c3ccccc3C=Cc3ccccc32)cc2c(=O)oc3ccccc3c21
sample_3929,CN1CCCCC1N(c1ccc2c(c1)CCCC2)c1ccc2c(c1)OCO2
sample_3930,O=C1NC(=S)NC(=O)C1N(C(=O)C(Cl)(Cl)Cl)c1ccc2c(c1)OCO2
sample_3931,CC1NCCc2cc(C3CC(C4NC(=O)c5cc(S(N)(=O)=O)c(Cl)cc5N4)CN3C3CC4=CC(=O)CCC4(C)C4CCC5(C)C(CCC56CCC(=O)O6)C34)c(O)cc21
sample_3932,CC1C(=O)C23C4CC5C(C)(C6Cc7ccccc7N6C(=O)CCC(=O)O)CCCC56COC(CC1C2OC(C)(C)O4)C63
sample_3933,CC1OC(ON(c2ccc3c(c2)OCO3)c2ccccc2I)C(O)C(N)C1O
sample_3934,CN1CCC(N2CC(O)CC2c2cc3c(cc2O)CCNC3)CC1
sample_3935,CC(NC12C=CC(CC1)C1C(=O)OC(=O)C12)C(=O)c1nc2ccccc2nc(=O)c1NNc1ccc(Cl)cc1
sample_3936,CC1=NCCNc2c1c(=O)n(N1c3ccccc3CC1C1(C3C=CCCC3)C(=O)NC(=S)NC1=O)c1ccccc21
sample_3937,CC(C)C1=C(O)C(=O)C2=C(C1=O)C(ON(CC(=NO)C(=O)O)c1ccccc1)C(O)C1C(C)(C)CCCC21C
sample_3938,CN1C(C(=O)CCC(NNc2ccccc2O)C(=O)O)CCC2CCCCC21
sample_3939,CCC(C)(C)C(=O)C(C)CC(=O)C(Cc1cc2c(cc1S(N)(O)O)S(O)(O)NCN2)NC1CCC2(C)C3CCC4(C)C(O)CCC4C3CCC2(C)C1
sample_3940,O=P(O)(CCCCN1c2ccccc2Sc2ccccc21)Oc1cc(Cl)c(I)cc1Cl
sample_3941,CC(NC1CO1)C(=O)N1N=C(C(F)(F)F)C(=NNc2cccnc2)C1=O
sample_3942,O=C(O)C(CC12CC3CC(CC(C3)C1)C2)C1N=NC(N=Cc2ccc(Cl)cc2)=N1
sample_3943,CC1=C(NN2CCCC2C2OC(C(N)=O)=CC(C)C2Br)CCCC1
sample_3944,CC1CC2C3CCC(O)(CCC(C(=O)O)n4c(=O)n5n(c4=O)C4C6CCC4C5O6)C3(C)CC(O)C2(F)C2(C)C=CC(=O)C=C12
sample_3945,Cc1cc(C(=O)CCC(=O)C(CC(=O)O)Nc2nc(N)nc(Cl)c2C)cc(C)c1O
sample_3946,CC(=O)C(=NNc1cccc(OC(CCc2cnc(N)nc2N)C(=O)O)c1)C(=O)C(F)(F)F
sample_3947,O=C(CCBr)CC(Nc1ccc(O)c(O)c1)C(NNc1cnccn1)C(=O)O
sample_3948,CC1CCC(C2CC(SNC3=CC(=O)C=CC3=O)CN2c2nc3ncccn3c2N=O)C(O)C1
sample_3949,N#CC(=NNc1ccc(O)cc1)c1nc(C(=O)Nc2ncccn2)cs1
sample_3950,NC1=NCC(C2CC3CCCCC3N2CCC(=O)C(=NO)c2ccccc2)O1
sample_3951,CC(=Nc1cc(C)ccc1O)c1c(O)c2ccccc2n(C2CC(O)CN2OC2CCC3(C)C4CCC5(C)C(=O)CCC5C4C(=O)CC3(C)C2)c1=O
sample_3952,CC(C)CCC1CC(c2ccc(S(C)(O)O)cc2)CN1n1cnc2c1c(=O)n(C)c(=O)n2C
sample_3953,CC12CCC(=O)CC1CCC1C2CCC2(C)C1CCC2(O)NC1CCCC2SCC(C3CC4(C)CCC3C4(C)C)N2C1=O
sample_3954,CC(C)(C=O)C(C(=O)C(N)CC(O)P(c1ccccc1)c1ccccc1)C(C(=O)O)C(=O)O
sample_3955,CC(C)ONC(CCCCN)C(=O)C1CCc2cc(O)ccc2C1
sample_3956,Nn1c(S)nnc1NC1CCCC2SCC(c3ccc(Br)cc3C=c3sc4nc5ccccc5n4c3=O)N2C1=O
sample_3957,N#CC(CC(C(=O)O)C1(C2=CC3CCC(C2)C3)C(=O)NC(=O)NC1=O)C(N)=S
sample_3958,Cc1ccc(C)c(NN=C(C#N)c2nc(CC(NC3C=CC4C5C=CC(C5)C34)C(=O)C3C(=O)c4ccccc4C3C)cs2)c1
sample_3959,NCCCCC(Nc1csc(N=C(N)N)n1)C(=O)Cc1cccc(Cl)c1
sample_3960,CC1CC2C(C(O)CC3(C)C2CCC3(O)N2CC(C3Cc4ccccc4C(=O)O3)CC2SC2OC(=O)c3ccccc32)C2(C)C=CC(=O)C=C12
sample_3961,N=c1oc2ccccc2cc1CC1CC(CCI)N(C(=O)C(Br)(C(F)(F)F)C(F)(F)F)C1
sample_3962,CCC1c2cc(CC(Nc3csc(C(C#N)=NNc4ccc(Cl)cc4Cl)n3)C(=O)O)c(O)cc2CCN1C
sample_3963,Clc1c(Cl)c(Cl)c2c(c1Cl)OC(N(c1ccc3c(c1)OCO3)c1cccc3c(Br)cccc13)O2
sample_3964,Cc1nn(N(Cc2ccc(F)cc2)c2ccc(CCO)c(-c3c(O)c(O)c4c(c3O)C(=O)C(O)=C3C(C)(C)CCCC34C)c2)c(N)c1C#N
sample_3965,CC1CC2C3CCC(O)(CC(NC(C)C(=O)NO)C(=O)C4C=C(c5ccccc5)OC(c5ccccc5)=C4)C3(C)CC(O)C2(F)C2(C)C=CC(=O)C=C12
sample_3966,C[Si](C)(C)c1c(N2CC(SCn3cnc4c(N)ncnc43)CC2c2cccc(I)c2)oc2c(c3c(c4ccccc42)OC2CC(=O)OC32)c1=O
sample_3967,Cc1ccc2c(c1)N1C(=O)C(CCCCP(=O)(O)OOC3(C)Cc4c(C)c(C)c(C)c(C)c43)C(=O)N1C(N(C)C)=N2
sample_3968,NS(=O)(=O)c1cc2c(cc1Cl)NC(C1Cc3ccccc3N1c1ccccc1N=C=S)NS2(=O)=O
sample_3969,Cc1ccnc(N2C(=O)CCC2Cc2coc3ccc(Br)cc3c2=O)n1
sample_3970,CCC1NCCc2cc(O)c(CCC(C(=O)O)n3cccn3)cc21
sample_3971,Cc1cc(C)c(C)c(C(=O)CCC(Nc2ccccc2NN=C(C#N)c2nc3ccccc3n2C)C(=O)O)c1C
sample_3972,CN(c1nnc(S)n1N)C1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1
sample_3973,O=Cc1c(NC(=O)CCC(Nc2cccc3c(Br)cccc23)C(=O)O)c2ccccc2oc1=O
sample_3974,CCSC(=O)CCC(=O)C(COCCCCl)NCc1c(O)cccc1O
sample_3975,CC12CCC(=O)C=C1CCC1C3CCC(O)(CC(Oc4c(Cl)cccc4Cl)C(=O)O)C3(C)CC(O)C12F
sample_3976,CC1=CC2C(CCC3(C)C2CCC3(C)CC(NC(=O)CC2(O)Cc3ccccc32)C(=O)O)C2(C)CCC(=O)C=C12
sample_3977,Cc1c(CC(N)C(=O)c2nnc(S)n2N=Cc2ccc(Cl)cc2)ccc2ccccc12
sample_3978,O=C(O)C(Cc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)Nc1cnc2ccccc2n1
sample_3979,Cc1c2c(c(NC(CC(=O)C(O)CCN)CP(=O)(O)CC(=O)n3c(C)nc4ccccc43)c3c1CC3)CC2
sample_3980,CCCCCCCCCCCCCCCCCCC(CCOCCCCCC)C(=O)O
sample_3981,COC1=C(OC)C2(C=CCCC2CCC(C(=O)O)C2(C3=CC4CCC(C3)C4)C(=O)NC(=O)NC2=O)OC1=O
sample_3982,O=C(O)C(NCCCBr)NCc1ccc(N=Cc2ccccc2)cc1
sample_3983,O=C1SCCC1NC(Nc1ccc(Br)cc1C=c1sc2nc3ccccc3n2c1=O)C(=O)O
sample_3984,CC1=NC(C2CC(Sc3ccc(N=Nc4ccc(O)cc4)cc3)CN2C(=O)NN2CCCCCC2)C(=O)O1
sample_3985,Cc1nc(C(=O)CCC(NNC2CCc3ccccc3N(CC(=O)O)C2=O)C(=O)O)cs1
sample_3986,C=CC=c1c(=CC)c(O)c(C2=NNC(=O)C2=CNC2CC3(CN2C2(C4=CCCCCC4)C(=O)NC(=O)NC2=O)SCCS3)c(=O)n1C
sample_3987,CCC(C)N=C(C)c1c(O)c2ccccc2n(N(CC(C)(C(=O)O)C(=O)O)C2CCCCC2)c1=O
sample_3988,N=C1Oc2c(c(=O)oc3ccccc23)C(c2ccc(Br)cc2)C1N1CC(c2ccc3c(c2)OCCO3)CC1c1ccc(Br)cc1N
sample_3989,Cc1ccc(CC2CC(C(=O)C3=C(O)c4ccccc4S(O)(O)N3C)CN2c2ccccc2C(=S)N2CCCCC2)nc1
sample_3990,CC(CC(=O)C(CCCCN)NC1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C)C(=O)O
sample_3991,Cc1ccc2c(c1)OC(C)(C1CC(Sc3cc(C)nc4c(N=Nc5cc(Cl)c(Cl)cc5Cl)c(N)nn34)CN1Nc1ncnc(N)n1)CC2(C)C
sample_3992,CC(C(=O)C=CN(O)c1ccccc1)C(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
sample_3993,N#CC(=NNc1ccc(F)cc1)c1nc(N2CC3(CC2Cc2cccs2)SCCS3)cs1
sample_3994,Nc1ccccc1CC1CC2(CN1c1ccc3c(=O)n4ccccc4cc3c1)SCCS2
sample_3995,CCC(N)CC1CC(C2CC3=C4C=CCC=C4N=C3C(C)N2)CN1N1N=C(C(F)(F)F)C(=NNc2cccc(C)c2C)C1=O
sample_3996,CC(CC(=O)C(CSC(=NN)C(N)=NN)NOC1CCC2(C)C(CCC3C4=C(CCC32)C(C)(C#Cc2ccccc2)CC4)C1)C(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3C3CC12C(O)O3
sample_3997,CCCCS(O)(O)NNC(Cc1ccc2c(=O)n3ccccc3cc2c1)C(Nc1ccc2ccccc2n1)C(=O)O
sample_3998,CC(CCN(c1ccc2c(c1)OCO2)C1(C2=CCCCCC2)C(=O)NC(=O)NC1=O)=NO
sample_3999,Brc1cccc2c(N(Nc3ccccc3NNc3ccccc3)c3ccc4c(c3)OCO4)cccc12
sample_4000,CC(C)(C)NC1CCCN2C(=O)CC(c3ccc(O)cc3)C(=O)N12
sample_4001,C=CC=c1c(=CC)c(O)c(C2=NNC(=O)C2=CNC(=O)C(C)CC(=O)C(CC(C)(C)C#N)NC(=O)C#Cc2ccccc2)c(=O)n1C
sample_4002,CC(NP(=O)(O)CCCc1csc2c(Cl)cccc12)C(=O)C(CC(=O)O)C(C)(C)C(=O)O
sample_4003,Cc1cc2c(o1)-c1c(oc3ccccc13)CCC2(C)c1ccc(NC(CCCNC2C3CCC(C)(C2O)C3(C)C)C(=O)O)cc1
sample_4004,CC(=O)C(=CN)CC1CSC(NC(CS)C(=O)O)N1c1nc(C)c(N=Nc2ccc(F)cc2)s1
sample_4005,N#CC1(NC2CCCC3SCC(C4CC(c5ccc6ccccc6c5)=NN4C(N)=O)N3C2=O)Cc2ccccc2C(=O)O1
sample_4006,CCCC(=O)C1SCC(c2c3c(c(C)c4c2C(C)C4=O)C(=O)C3)N1C(=O)CCS
sample_4007,Clc1cccc(C2Cc3ccccc3N2c2ccc3c(c2)OCCO3)c1Cl
sample_4008,Cc1ccc(C)c2c1CCCC2ON(C1CCCCC1)C(C)(C)O
sample_4009,CC12CCC3(CC1CC(O)C1C2CC(=O)C2(C)C1CCC2N1CC(CN2C(=O)CN=C(c4ccccc4F)c4cc(Cl)ccc42)(c2cccc4c2CC(O)C(O)C4)CC1Nc1c(C=O)c(=O)oc2ccccc12)OCCO3
sample_4010,CC(C)(C)CNC(CCCCN)C(=O)c1cc(Cl)c(Cl)cc1Cl
sample_4011,CC1(C#Cc2ccccc2)CCC2=C1CCC1C2CCC2CC(OC(=O)C(N)CCC(=NNc3ccccc3)c3cccc4ccccc34)CCC21C
sample_4012,Cc1cc(O)ccc1N(C1CCCCC1)N1CCCCC1
sample_4013,O=C1NC(=S)NC(=O)C1=NNc1ccc(C2CC3(CN2c2ccc(Cl)cc2)SCCS3)cc1
sample_4014,CC1=C(C=NNC(N)=O)C(=O)C(C2(NC(=S)c3ccccc3)CC(NS(=O)(=O)C(F)(F)F)N(c3ccc(C4(C)CCc5oc6ccc(Cl)cc6c5-c5oc(C)cc54)cc3)C2)C=C1
sample_4015,CC(C)C(=O)N(Nc1c(Cl)cc(Cl)cc1Cl)c1ccccc1
sample_4016,Cc1nc(C(=O)CCC(NCC2CCN(C)C2)C(=O)O)sc1N=Nc1c(Br)cc(Br)cc1Br
sample_4017,CCCNNC(CC1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C)CP(=O)(O)CC(=O)C1(C)CCCC23COC4CC5C(C)C(=O)C6(C(CC12)OC(C)(C)OC56)C43
sample_4018,CN1C(C(=O)C(CCC(=O)OC2CCC3C4CCC5CC6(CCC5(C)C4CCC23C)OCCO6)C(=O)O)=C(O)c2ccccc2S1(O)O
sample_4019,CC12CCC(=O)CC1CCC1C2CC(O)C2(C)C(C(=O)C(Cc3cccc4c3C(=O)C4)NC3C=C(c4ccccc4)NC3)CCC12
sample_4020,Cc1cc(C)c(C)c(C(=O)CCC(=O)C(CNC=C2C(=O)NN=C2c2c(O)c3ccccc3n(C)c2=O)NC(=O)C(C)CS)c1C
sample_4021,CNS(O)(O)CNC(C)C(=O)CC(Cl)=C(Cl)Cl
sample_4022,CCCCCCCCCCCCN(C)c1cc(Br)cc(Br)c1N
sample_4023,Cc1nn(CC2CC(C(=O)C(C)CC(=O)O)CN2CCCC23CCC(c4ccccc42)c2ccccc23)c(N)c1C#N
sample_4024,CC(NP(=O)(O)CCC(=O)CCC1=NC=NC1)C(=O)c1csc(C(C#N)=NNc2ccc(Br)cc2)n1
sample_4025,CC1CC2CC(=O)CCC2(C)C2CCC3(C)C(OC(=O)C(S)Cc4c(O)c(O)c5c(c4O)C(=O)C(O)=C4C(C)(C)CCCC45C)CCC3C12
sample_4026,CC1(C)OC(=O)C(=NNc2ccc(C3CCC(=O)N3c3cc4ccccc4oc3=O)cc2)C(=O)O1
sample_4027,CCCCCCCCCCCCC(C(=O)NN)N1C(=O)CCC1Nc1ccc(S(N)(=O)=O)cc1
sample_4028,Cc1ccc(NN=C(C(=O)C(=O)C(N)CCc2cccc3c2OCO3)C(=O)C(F)(F)F)c(C)c1
sample_4029,CC1CCC(NC(COC2=Cc3ccccc3Sc3ccc(Cl)cc32)C(NCCI)C(=O)O)C(=O)C1
sample_4030,CC(C)C1=CC2=CCC3C(C)(C(=O)C(C)NC4CCC5C6CCC7=CC(O)CCC7(C)C6CCC45C)CCCC3(C)C2CC1
sample_4031,Cc1ccc(NC2(OC(C)(C)C)CC(n3c(=O)n4n(c3=O)C3C5OC4C3c3ccccc35)N(c3cc(Cl)c(Cl)c(Cl)c3Cl)C2)c(C)c1
sample_4032,Cc1c(Cl)c(=O)oc2cc(NC(CCC(=O)c3cccc(O)c3)C(=O)O)ccc12
sample_4033,CC(C)(C#N)CCCCP(=O)(O)CC(=O)c1cc(I)c(O)c(I)c1
sample_4034,CC(C)(CCCOCC(NC(=O)C(C(N)=S)=C1NN=C(c2ccc(Cl)cc2)O1)C(Nc1ccc2c(c1)OCO2)C(=O)O)C(=O)O
sample_4035,CN1C2CCC1C(C1CC(C3CCCCC3)CN1C1C3=C(CCCC3)OC3=C1CCCC3)C(O)C2
sample_4036,CN1c2ccc(Cl)cc2C(C)(C)C1NC(CC1CCC2C3CC(O)C4(O)CC(O)CCC4(C)C3CCC12C)C(=O)N1CC(=O)N2CCc3ccccc3C2C1
sample_4037,Cc1ccc(S(O)(O)NN=C2C=CC(C)(N3CC(SNC(=S)NS(O)(O)c4ccccc4)CC3N3C(=N)c4ccccc4C3=O)CC2)cc1
sample_4038,CC(CN1C(=O)c2cccnc2Nc2ccccc21)C(=O)C(C)Nc1cc(Cl)ccc1Cl
sample_4039,O=Cc1ccc(NCC(S)C(=O)Nc2cc(=O)oc3ccccc23)cc1
sample_4040,Cc1cccc(NN2CC(C3CCCCC3)CC2Oc2cccc(C)c2C)n1
sample_4041,CC(=O)C(C(C)=O)=C1SC2=C(C(=O)c3ccccc3C2=O)N1C(C(=O)O)C1C2=C(CCCC2)OC2=C1CCCC2
sample_4042,Cc1cc(NC(COC(C)(C)C)C(=O)O)n2nc(N)c(N=Nc3cc(Cl)ccc3Cl)c2n1
sample_4043,Cc1ccc(NN=C(C(=O)NC2CCCC3SCC(c4csc(C(C#N)=NNc5ccncc5)n4)N3C2=O)C(=O)C(F)(F)F)c(C)c1
sample_4044,CCCCNCCCCP(=O)(O)CC(=O)C(Br)N(O)c1ccccc1
sample_4045,CC(C#Cc1ccccc1)N(OCCCC(=O)O)c1ccccc1
sample_4046,CC12CCC3C(CCC4CC(C(CC(=O)CP(=O)(O)CCCCN5C(=O)c6ccccc6NS5(=O)=O)C(=O)O)=CCC43C)C1CCC2O
sample_4047,CNS(O)(O)CNC(CC1C=CC(C)=C(C=NNC(N)=O)C1=O)C(NN1C(=C(C(C)=O)C(C)=O)SC2=C1C(=O)c1ccccc1C2=O)C(=O)O
sample_4048,CC1=NC(C(=O)CC(Nc2ccsc2)C(=O)CC(C)C(=O)C(C)CO)=C(C)C1
sample_4049,CCCCOCCP(=O)(O)NC(C)C(=O)C1(C2=CCCCC2)CCCCC1
sample_4050,C=C(Br)CNC(Cc1sc2sc(C#N)c(N)c2c1N)C(=O)CC(C)C(=O)C1Nc2ccccc2C1c1ccccc1
sample_4051,CCCONC(CCC(=O)c1cc(Cl)c(I)cc1Cl)C(=O)O
sample_4052,Cc1sc2ccccc2c1SC1CC(c2cc(Cl)c(Br)cc2Cl)N(n2c(=O)c3c(C)noc3c3ccccc32)C1
sample_4053,Cc1c(SC2CC(CC3=NCCN3)N(C3CCC4C5CC(O)C6CC(O)CCC6(C)C5CCC43C)C2)ccc2ccccc12
sample_4054,CCNC(=O)C(C)CC(=O)C(Cc1ccc(C2C3=C(CC(C)(C)CC3=O)Nc3ccc4ccccc4c32)cc1)Nc1cc(O)c(O)c(O)c1
sample_4055,Cn1c2c(c3ccccc31)C(=O)C(CC(CCNc1ccccc1NNc1ccccc1)C(=O)O)CC2
sample_4056,Cc1c2c(c(SC3CC(c4nn5c(C)nnc5s4)N(c4ccc(Cl)cc4Cl)C3)c3c1CC3)CC2
sample_4057,CC1=C(C=NNC(N)=O)C(=O)C(SC2CC(C3C(C(=O)O)=C(C)N(C)C(=O)N3C)N(C3OC(=O)C4(C)CCC3C4(C)C)C2)C=C1
sample_4058,CC(NP(=O)(O)CCC(=O)C(=NNc1ccc(Cl)cc1)C(=O)C(F)(F)F)C(=O)c1ccc2c(c1)C(C(=O)O)C2
