,y,x1,x2,x3,x4,x5,x6,x7
sample_1806,0.122,0.203,0.695,0.875,0.35700000000000004,0.41600000000000004,0.364,0.318
sample_1807,0.122,0.193,0.715,0.875,0.35700000000000004,0.37200000000000005,0.358,0.312
sample_1808,0.122,0.182,0.6990000000000001,0.8809999999999999,0.358,0.361,0.35200000000000004,0.319
sample_1809,0.122,0.17600000000000002,0.6970000000000001,0.877,0.358,0.35,0.348,0.32299999999999995
sample_1810,0.122,0.172,0.6859999999999999,0.872,0.358,0.33799999999999997,0.381,0.312
sample_1811,0.192,0.16699999999999998,0.698,0.8809999999999999,0.358,0.324,0.35600000000000004,0.316
sample_1812,0.192,0.163,0.693,0.8759999999999999,0.358,0.31,0.382,0.326
sample_1813,0.192,0.158,0.7170000000000001,0.8809999999999999,0.358,0.304,0.377,0.311
sample_1814,0.192,0.153,0.669,0.878,0.358,0.299,0.364,0.317
sample_1815,0.192,0.165,0.6920000000000001,0.835,0.358,0.278,0.308,0.27399999999999997
sample_1816,0.192,0.18600000000000003,0.6890000000000001,0.769,0.358,0.256,0.305,0.24600000000000002
sample_1817,0.192,0.221,0.672,0.626,0.358,0.344,0.45,0.387
sample_1818,0.192,0.28800000000000003,0.684,0.6890000000000001,0.358,0.479,0.552,0.515
sample_1819,0.192,0.35600000000000004,0.6940000000000001,0.662,0.358,0.568,0.581,0.5479999999999999
sample_1820,0.192,0.355,0.691,0.6759999999999999,0.359,0.637,0.547,0.5379999999999999
sample_1821,0.47,0.35200000000000004,0.7140000000000001,0.672,0.359,0.669,0.5539999999999999,0.546
sample_1822,0.47,0.349,0.705,0.675,0.359,0.7020000000000001,0.5479999999999999,0.516
sample_1823,0.47,0.34600000000000003,0.685,0.684,0.359,0.705,0.491,0.49
sample_1824,0.47,0.34299999999999997,0.6990000000000001,0.6779999999999999,0.359,0.696,0.46299999999999997,0.469
sample_1825,0.47,0.34,0.6859999999999999,0.6779999999999999,0.359,0.6859999999999999,0.447,0.435
sample_1826,0.47,0.337,0.718,0.675,0.359,0.6759999999999999,0.46299999999999997,0.424
sample_1827,0.47,0.33399999999999996,0.725,0.6779999999999999,0.359,0.667,0.451,0.431
sample_1828,0.47,0.331,0.6970000000000001,0.675,0.359,0.669,0.45799999999999996,0.42
sample_1829,0.47,0.32799999999999996,0.711,0.675,0.359,0.691,0.51,0.462
sample_1830,0.47,0.331,0.715,0.672,0.359,0.713,0.5429999999999999,0.514
sample_1831,0.515,0.37200000000000005,0.6920000000000001,0.674,0.359,0.742,0.597,0.562
sample_1832,0.515,0.413,0.701,0.6829999999999999,0.359,0.772,0.619,0.595
sample_1833,0.515,0.431,0.698,0.6779999999999999,0.36,0.787,0.616,0.591
sample_1834,0.515,0.423,0.701,0.6659999999999999,0.36,0.769,0.54,0.56
sample_1835,0.515,0.41600000000000004,0.6859999999999999,0.6679999999999999,0.36,0.75,0.528,0.523
sample_1836,0.515,0.408,0.69,0.6920000000000001,0.36,0.73,0.485,0.475
sample_1837,0.515,0.401,0.716,0.6729999999999999,0.36,0.71,0.45799999999999996,0.444
sample_1838,0.515,0.39299999999999996,0.7090000000000001,0.6759999999999999,0.36,0.7,0.43700000000000006,0.409
sample_1839,0.515,0.385,0.7140000000000001,0.675,0.36,0.695,0.46399999999999997,0.423
sample_1840,0.515,0.37799999999999995,0.726,0.6729999999999999,0.36,0.706,0.475,0.45799999999999996
sample_1841,0.284,0.37,0.7140000000000001,0.684,0.36,0.723,0.512,0.505
sample_1842,0.284,0.365,0.715,0.682,0.36,0.741,0.5379999999999999,0.531
sample_1843,0.284,0.361,0.69,0.675,0.36,0.746,0.55,0.525
sample_1844,0.284,0.35600000000000004,0.684,0.6779999999999999,0.36,0.731,0.499,0.47700000000000004
sample_1845,0.284,0.35100000000000003,0.6970000000000001,0.687,0.361,0.715,0.475,0.465
sample_1846,0.284,0.34700000000000003,0.691,0.6759999999999999,0.361,0.7,0.451,0.451
sample_1847,0.284,0.342,0.6990000000000001,0.679,0.361,0.684,0.41100000000000003,0.413
sample_1848,0.284,0.337,0.723,0.674,0.361,0.69,0.428,0.39299999999999996
sample_1849,0.284,0.33299999999999996,0.7170000000000001,0.674,0.361,0.6990000000000001,0.452,0.43
sample_1850,0.284,0.32799999999999996,0.695,0.679,0.361,0.708,0.488,0.47100000000000003
sample_1851,0.16399999999999998,0.332,0.688,0.674,0.361,0.7170000000000001,0.515,0.473
sample_1852,0.16399999999999998,0.34299999999999997,0.723,0.682,0.361,0.726,0.565,0.525
sample_1853,0.16399999999999998,0.36,0.705,0.6709999999999999,0.361,0.738,0.556,0.511
sample_1854,0.16399999999999998,0.37799999999999995,0.687,0.68,0.361,0.7509999999999999,0.575,0.569
sample_1855,0.16399999999999998,0.396,0.691,0.6940000000000001,0.361,0.732,0.539,0.518
sample_1856,0.16399999999999998,0.389,0.6829999999999999,0.679,0.361,0.713,0.521,0.485
sample_1857,0.16399999999999998,0.369,0.715,0.672,0.361,0.7020000000000001,0.45299999999999996,0.43200000000000005
sample_1858,0.16399999999999998,0.348,0.69,0.672,0.36200000000000004,0.6940000000000001,0.41700000000000004,0.396
sample_1859,0.16399999999999998,0.32799999999999996,0.728,0.6559999999999999,0.36200000000000004,0.6940000000000001,0.431,0.395
sample_1860,0.16399999999999998,0.314,0.6890000000000001,0.675,0.36200000000000004,0.71,0.49200000000000005,0.47600000000000003
sample_1861,0.105,0.316,0.716,0.67,0.36200000000000004,0.7190000000000001,0.493,0.467
sample_1862,0.105,0.318,0.7090000000000001,0.674,0.36200000000000004,0.736,0.51,0.502
sample_1863,0.105,0.32,0.687,0.674,0.36200000000000004,0.746,0.494,0.475
sample_1864,0.105,0.322,0.674,0.6729999999999999,0.36200000000000004,0.73,0.491,0.475
sample_1865,0.105,0.324,0.703,0.6779999999999999,0.36200000000000004,0.7140000000000001,0.44799999999999995,0.452
sample_1866,0.105,0.325,0.698,0.67,0.36200000000000004,0.698,0.428,0.419
sample_1867,0.105,0.316,0.7040000000000001,0.67,0.36200000000000004,0.6809999999999999,0.425,0.39899999999999997
sample_1868,0.105,0.306,0.685,0.672,0.36200000000000004,0.665,0.415,0.386
sample_1869,0.105,0.29600000000000004,0.706,0.6759999999999999,0.36200000000000004,0.642,0.37799999999999995,0.358
sample_1870,0.105,0.287,0.72,0.682,0.36200000000000004,0.62,0.379,0.33399999999999996
sample_1871,0.0671,0.27699999999999997,0.693,0.684,0.36200000000000004,0.597,0.355,0.32899999999999996
sample_1872,0.0671,0.267,0.7070000000000001,0.6579999999999999,0.36200000000000004,0.59,0.373,0.34700000000000003
sample_1873,0.0671,0.257,0.7170000000000001,0.6940000000000001,0.36200000000000004,0.585,0.401,0.366
sample_1874,0.0671,0.247,0.695,0.6759999999999999,0.36200000000000004,0.581,0.405,0.345
sample_1875,0.0671,0.237,0.7040000000000001,0.669,0.36200000000000004,0.5820000000000001,0.445,0.39
sample_1876,0.0671,0.228,0.706,0.6779999999999999,0.36200000000000004,0.586,0.433,0.385
sample_1877,0.0671,0.218,0.693,0.68,0.36200000000000004,0.5920000000000001,0.408,0.381
sample_1878,0.0671,0.205,0.69,0.675,0.36200000000000004,0.586,0.40700000000000003,0.376
sample_1879,0.0671,0.18899999999999997,0.695,0.685,0.36200000000000004,0.569,0.38299999999999995,0.341
sample_1880,0.0671,0.17300000000000001,0.69,0.679,0.36200000000000004,0.551,0.349,0.298
sample_1881,0.113,0.157,0.716,0.66,0.36200000000000004,0.509,0.349,0.293
sample_1882,0.113,0.141,0.725,0.6729999999999999,0.36200000000000004,0.47100000000000003,0.335,0.292
sample_1883,0.113,0.125,0.6940000000000001,0.675,0.36200000000000004,0.43,0.349,0.315
sample_1884,0.113,0.122,0.7190000000000001,0.6809999999999999,0.36200000000000004,0.408,0.37200000000000005,0.301
sample_1885,0.113,0.126,0.687,0.628,0.361,0.42,0.358,0.33899999999999997
sample_1886,0.113,0.13,0.708,0.633,0.361,0.43200000000000005,0.418,0.35600000000000004
sample_1887,0.113,0.135,0.696,0.624,0.361,0.46,0.452,0.392
sample_1888,0.113,0.139,0.685,0.627,0.361,0.501,0.46,0.41
sample_1889,0.113,0.14300000000000002,0.706,0.618,0.361,0.52,0.441,0.395
sample_1890,0.113,0.147,0.715,0.626,0.361,0.529,0.44299999999999995,0.385
sample_1891,0.204,0.151,0.718,0.621,0.361,0.539,0.467,0.419
sample_1892,0.204,0.155,0.701,0.623,0.361,0.5489999999999999,0.447,0.409
sample_1893,0.204,0.159,0.685,0.632,0.361,0.5589999999999999,0.447,0.413
sample_1894,0.204,0.16399999999999998,0.691,0.635,0.361,0.569,0.48100000000000004,0.418
sample_1895,0.204,0.168,0.727,0.631,0.361,0.578,0.47100000000000003,0.44799999999999995
sample_1896,0.204,0.172,0.6920000000000001,0.624,0.361,0.5710000000000001,0.451,0.41100000000000003
sample_1897,0.204,0.17600000000000002,0.693,0.631,0.361,0.564,0.44,0.41100000000000003
sample_1898,0.204,0.179,0.718,0.62,0.361,0.5589999999999999,0.45899999999999996,0.41
sample_1899,0.204,0.182,0.6940000000000001,0.626,0.361,0.5579999999999999,0.485,0.41200000000000003
sample_1900,0.204,0.185,0.7070000000000001,0.626,0.361,0.569,0.486,0.46
sample_1901,0.327,0.188,0.691,0.628,0.361,0.5770000000000001,0.494,0.452
sample_1902,0.327,0.191,0.725,0.62,0.361,0.583,0.532,0.466
sample_1903,0.327,0.19399999999999998,0.7170000000000001,0.628,0.361,0.6,0.532,0.484
sample_1904,0.327,0.19699999999999998,0.6970000000000001,0.629,0.361,0.617,0.521,0.45799999999999996
sample_1905,0.327,0.19899999999999998,0.6859999999999999,0.632,0.361,0.634,0.546,0.498
sample_1906,0.327,0.2,0.716,0.599,0.361,0.65,0.539,0.49200000000000005
sample_1907,0.327,0.20199999999999999,0.696,0.629,0.361,0.675,0.551,0.524
sample_1908,0.327,0.204,0.6940000000000001,0.625,0.361,0.6920000000000001,0.546,0.521
sample_1909,0.327,0.205,0.721,0.621,0.361,0.674,0.55,0.498
sample_1910,0.327,0.207,0.7040000000000001,0.629,0.361,0.657,0.461,0.46299999999999997
sample_1911,0.321,0.21100000000000002,0.6920000000000001,0.624,0.361,0.6459999999999999,0.47200000000000003,0.425
sample_1912,0.321,0.221,0.688,0.616,0.361,0.634,0.475,0.425
sample_1913,0.321,0.23,0.731,0.616,0.361,0.6559999999999999,0.509,0.45299999999999996
sample_1914,0.321,0.24,0.7120000000000001,0.619,0.361,0.659,0.519,0.47700000000000004
sample_1915,0.321,0.249,0.721,0.634,0.361,0.664,0.555,0.5
sample_1916,0.321,0.257,0.71,0.602,0.361,0.716,0.5820000000000001,0.522
sample_1917,0.321,0.264,0.6829999999999999,0.615,0.361,0.723,0.546,0.513
sample_1918,0.321,0.249,0.7090000000000001,0.639,0.361,0.6940000000000001,0.494,0.447
sample_1919,0.321,0.18,0.6759999999999999,0.631,0.361,0.6459999999999999,0.386,0.35200000000000004
sample_1920,0.321,0.11199999999999999,0.688,0.609,0.361,0.5820000000000001,0.332,0.28600000000000003
sample_1921,0.213,0.0746,0.695,0.546,0.361,0.517,0.266,0.23600000000000002
sample_1922,0.213,0.0735,0.736,0.545,0.361,0.455,0.307,0.264
sample_1923,0.213,0.0724,0.7190000000000001,0.551,0.361,0.39299999999999996,0.33899999999999997,0.293
sample_1924,0.213,0.0713,0.713,0.5329999999999999,0.361,0.37799999999999995,0.43700000000000006,0.34299999999999997
sample_1925,0.213,0.0983,0.6759999999999999,0.45,0.361,0.431,0.519,0.46
sample_1926,0.213,0.133,0.71,0.452,0.36,0.5820000000000001,0.713,0.659
sample_1927,0.213,0.16699999999999998,0.7020000000000001,0.45899999999999996,0.36,0.695,0.794,0.748
sample_1928,0.213,0.201,0.6859999999999999,0.452,0.36,0.79,0.841,0.825
sample_1929,0.213,0.23600000000000002,0.6809999999999999,0.449,0.36,0.8490000000000001,0.877,0.851
sample_1930,0.213,0.27,0.687,0.494,0.36,0.841,0.879,0.845
sample_1931,0.22,0.26899999999999996,0.735,0.53,0.36,0.825,0.7979999999999999,0.774
sample_1932,0.22,0.258,0.725,0.52,0.36,0.8079999999999999,0.772,0.723
sample_1933,0.22,0.248,0.715,0.521,0.36,0.7979999999999999,0.73,0.695
sample_1934,0.22,0.237,0.718,0.57,0.498,0.792,0.743,0.695
sample_1935,0.22,0.22699999999999998,0.7440000000000001,0.5720000000000001,0.5579999999999999,0.787,0.6940000000000001,0.67
sample_1936,0.22,0.217,0.723,0.583,0.573,0.773,0.65,0.625
sample_1937,0.22,0.20600000000000002,0.736,0.57,0.575,0.752,0.613,0.575
sample_1938,0.22,0.20600000000000002,0.757,0.5760000000000001,0.5770000000000001,0.731,0.613,0.588
sample_1939,0.22,0.218,0.762,0.578,0.579,0.711,0.614,0.5539999999999999
sample_1940,0.22,0.23,0.763,0.575,0.581,0.72,0.62,0.596
sample_1941,0.29100000000000004,0.242,0.7490000000000001,0.584,0.669,0.7290000000000001,0.655,0.617
sample_1942,0.29100000000000004,0.254,0.7440000000000001,0.573,0.687,0.762,0.71,0.6709999999999999
sample_1943,0.29100000000000004,0.266,0.723,0.574,0.705,0.764,0.6990000000000001,0.675
sample_1944,0.29100000000000004,0.278,0.7490000000000001,0.5589999999999999,0.722,0.759,0.6809999999999999,0.6579999999999999
sample_1945,0.29100000000000004,0.29,0.7509999999999999,0.579,0.7290000000000001,0.754,0.679,0.628
sample_1946,0.29100000000000004,0.302,0.746,0.568,0.721,0.7490000000000001,0.655,0.628
sample_1947,0.29100000000000004,0.313,0.747,0.574,0.7140000000000001,0.746,0.6970000000000001,0.67
sample_1948,0.29100000000000004,0.325,0.759,0.58,0.642,0.777,0.7659999999999999,0.7190000000000001
sample_1949,0.29100000000000004,0.337,0.76,0.569,0.423,0.807,0.794,0.753
sample_1950,0.29100000000000004,0.349,0.764,0.581,0.391,0.838,0.846,0.8140000000000001
sample_1951,0.261,0.365,0.762,0.578,0.386,0.8690000000000001,0.848,0.8140000000000001
sample_1952,0.261,0.38,0.738,0.5760000000000001,0.381,0.897,0.8240000000000001,0.8
sample_1953,0.261,0.396,0.721,0.563,0.377,0.8740000000000001,0.77,0.7240000000000001
sample_1954,0.261,0.41100000000000003,0.7390000000000001,0.621,0.37200000000000005,0.852,0.7290000000000001,0.691
sample_1955,0.261,0.395,0.754,0.624,0.36700000000000005,0.82,0.669,0.645
sample_1956,0.261,0.37,0.767,0.63,0.36200000000000004,0.784,0.6509999999999999,0.618
sample_1957,0.261,0.345,0.77,0.62,0.358,0.748,0.635,0.59
sample_1958,0.261,0.32,0.7829999999999999,0.701,0.47600000000000003,0.7120000000000001,0.61,0.585
sample_1959,0.261,0.295,0.762,0.701,0.48100000000000004,0.6579999999999999,0.562,0.535
sample_1960,0.261,0.271,0.735,0.703,0.485,0.586,0.517,0.446
sample_1961,0.21600000000000003,0.24600000000000002,0.736,0.7020000000000001,0.49,0.504,0.47,0.414
sample_1962,0.21600000000000003,0.244,0.772,0.698,0.494,0.42200000000000004,0.43700000000000006,0.39299999999999996
sample_1963,0.21600000000000003,0.243,0.7659999999999999,0.695,0.498,0.305,0.40399999999999997,0.314
sample_1964,0.21600000000000003,0.242,0.727,0.562,0.626,0.196,0.382,0.287
sample_1965,0.21600000000000003,0.242,0.7040000000000001,0.555,0.6779999999999999,0.174,0.415,0.312
sample_1966,0.21600000000000003,0.24100000000000002,0.758,0.552,0.722,0.146,0.406,0.312
sample_1967,0.21600000000000003,0.24,0.76,0.552,0.74,0.11599999999999999,0.39799999999999996,0.312
sample_1968,0.21600000000000003,0.239,0.735,0.545,0.7559999999999999,0.0871,0.374,0.284
sample_1969,0.21600000000000003,0.23800000000000002,0.7509999999999999,0.5579999999999999,0.812,0.0695,0.379,0.287
sample_1970,0.21600000000000003,0.23800000000000002,0.722,0.562,0.893,0.0546,0.36,0.29100000000000004
sample_1971,0.295,0.237,0.718,0.569,0.9740000000000001,0.061,0.391,0.307
sample_1972,0.295,0.222,0.723,0.6,0.9940000000000001,0.0675,0.41600000000000004,0.336
sample_1973,0.295,0.203,0.6679999999999999,0.76,0.997,0.0675,0.409,0.321
sample_1974,0.295,0.20199999999999999,0.7070000000000001,0.759,1.0,0.0049,0.41,0.303
sample_1975,0.295,0.212,0.6679999999999999,0.703,0.9129999999999999,0.00891,0.39,0.285
sample_1976,0.295,0.221,0.624,0.6459999999999999,0.897,0.0425,0.467,0.34700000000000003
sample_1977,0.295,0.231,0.625,0.647,0.882,0.0876,0.46299999999999997,0.359
sample_1978,0.295,0.24,0.6629999999999999,0.643,0.866,0.135,0.479,0.384
sample_1979,0.295,0.25,0.682,0.642,0.851,0.161,0.506,0.389
sample_1980,0.295,0.259,0.688,0.64,0.836,0.18,0.46799999999999997,0.396
sample_1981,0.7859999999999999,0.26899999999999996,0.662,0.6859999999999999,0.7440000000000001,0.19899999999999998,0.491,0.395
sample_1982,0.7859999999999999,0.27899999999999997,0.6859999999999999,0.665,0.696,0.21899999999999997,0.5,0.42700000000000005
sample_1983,0.7859999999999999,0.28800000000000003,0.626,0.6509999999999999,0.541,0.276,0.544,0.47200000000000003
sample_1984,0.7859999999999999,0.298,0.731,0.698,0.536,0.327,0.56,0.47100000000000003
sample_1985,0.7859999999999999,0.32,0.731,0.7,0.531,0.34700000000000003,0.546,0.47100000000000003
sample_1986,0.7859999999999999,0.349,0.703,0.7020000000000001,0.526,0.418,0.602,0.51
sample_1987,0.7859999999999999,0.318,0.5710000000000001,0.705,0.521,0.489,0.622,0.545
sample_1988,0.7859999999999999,0.32799999999999996,0.569,0.7,0.516,0.5589999999999999,0.629,0.5529999999999999
sample_1989,0.7859999999999999,0.34700000000000003,0.647,0.7,0.511,0.591,0.638,0.593
sample_1990,0.7859999999999999,0.36700000000000005,0.653,0.703,0.491,0.623,0.652,0.602
sample_1991,0.871,0.386,0.66,0.708,0.379,0.655,0.703,0.633
sample_1992,0.871,0.405,0.7190000000000001,0.706,0.379,0.7,0.738,0.6920000000000001
sample_1993,0.871,0.425,0.738,0.748,0.37799999999999995,0.721,0.741,0.6629999999999999
sample_1994,0.871,0.444,0.6940000000000001,0.7440000000000001,0.37799999999999995,0.726,0.679,0.624
sample_1995,0.871,0.46399999999999997,0.667,0.7509999999999999,0.37799999999999995,0.732,0.698,0.667
sample_1996,0.871,0.483,0.706,0.754,0.377,0.74,0.7340000000000001,0.6829999999999999
sample_1997,0.871,0.502,0.66,0.7490000000000001,0.377,0.748,0.691,0.67
sample_1998,0.871,0.47700000000000004,0.67,0.762,0.377,0.7440000000000001,0.706,0.66
sample_1999,0.871,0.48700000000000004,0.669,0.755,0.376,0.7390000000000001,0.674,0.628
sample_2000,0.871,0.496,0.6559999999999999,0.743,0.376,0.7340000000000001,0.677,0.639
sample_2001,0.544,0.503,0.667,0.753,0.376,0.7290000000000001,0.6940000000000001,0.647
sample_2002,0.544,0.504,0.6779999999999999,0.753,0.375,0.727,0.6609999999999999,0.611
sample_2003,0.544,0.504,0.645,0.747,0.375,0.7240000000000001,0.605,0.575
sample_2004,0.544,0.505,0.69,0.619,0.375,0.7170000000000001,0.607,0.54
sample_2005,0.544,0.505,0.648,0.551,0.374,0.742,0.574,0.552
sample_2006,0.544,0.506,0.6629999999999999,0.55,0.374,0.731,0.615,0.574
sample_2007,0.544,0.506,0.667,0.5529999999999999,0.374,0.7190000000000001,0.598,0.55
sample_2008,0.544,0.507,0.665,0.546,0.373,0.7040000000000001,0.545,0.526
sample_2009,0.544,0.507,0.6729999999999999,0.552,0.373,0.6709999999999999,0.522,0.49700000000000005
sample_2010,0.544,0.47200000000000003,0.685,0.6759999999999999,0.373,0.639,0.496,0.46799999999999997
sample_2011,0.292,0.436,0.71,0.746,0.37200000000000005,0.602,0.409,0.387
sample_2012,0.292,0.39899999999999997,0.698,0.736,0.37200000000000005,0.557,0.341,0.311
sample_2013,0.292,0.36200000000000004,0.639,0.628,0.37200000000000005,0.53,0.35,0.287
sample_2014,0.292,0.326,0.69,0.662,0.371,0.518,0.32799999999999996,0.28
sample_2015,0.292,0.289,0.6829999999999999,0.5760000000000001,0.371,0.47,0.33399999999999996,0.294
sample_2016,0.292,0.252,0.664,0.568,0.371,0.457,0.413,0.35200000000000004
sample_2017,0.292,0.22899999999999998,0.708,0.596,0.37,0.445,0.442,0.409
sample_2018,0.292,0.22,0.726,0.7,0.37,0.428,0.47,0.41700000000000004
sample_2019,0.292,0.22399999999999998,0.727,0.6890000000000001,0.369,0.40399999999999997,0.433,0.38
sample_2020,0.292,0.258,0.675,0.6859999999999999,0.369,0.408,0.486,0.396
sample_2021,0.193,0.259,0.662,0.688,0.369,0.423,0.491,0.45799999999999996
sample_2022,0.193,0.26,0.66,0.6890000000000001,0.368,0.43799999999999994,0.48700000000000004,0.45799999999999996
sample_2023,0.193,0.262,0.64,0.64,0.368,0.444,0.455,0.42
sample_2024,0.193,0.263,0.65,0.632,0.368,0.44,0.473,0.43700000000000006
sample_2025,0.193,0.265,0.682,0.5920000000000001,0.36700000000000005,0.43700000000000006,0.42100000000000004,0.38299999999999995
sample_2026,0.193,0.266,0.645,0.547,0.36700000000000005,0.405,0.389,0.35
sample_2027,0.193,0.267,0.672,0.51,0.36700000000000005,0.369,0.389,0.355
sample_2028,0.193,0.26899999999999996,0.6459999999999999,0.502,0.366,0.33299999999999996,0.354,0.35
sample_2029,0.193,0.235,0.693,0.509,0.366,0.299,0.354,0.33299999999999996
sample_2030,0.193,0.233,0.67,0.455,0.366,0.275,0.317,0.326
sample_2031,0.35200000000000004,0.28300000000000003,0.649,0.36700000000000005,0.365,0.29,0.32899999999999996,0.319
sample_2032,0.35200000000000004,0.28800000000000003,0.664,0.374,0.365,0.305,0.39399999999999996,0.358
sample_2033,0.35200000000000004,0.293,0.698,0.382,0.365,0.32,0.391,0.36700000000000005
sample_2034,0.35200000000000004,0.299,0.691,0.37799999999999995,0.364,0.335,0.387,0.377
sample_2035,0.35200000000000004,0.304,0.653,0.377,0.364,0.35,0.406,0.406
sample_2036,0.35200000000000004,0.309,0.69,0.38,0.364,0.365,0.434,0.42100000000000004
sample_2037,0.35200000000000004,0.312,0.6579999999999999,0.381,0.363,0.382,0.42100000000000004,0.425
sample_2038,0.35200000000000004,0.314,0.672,0.377,0.363,0.39799999999999996,0.439,0.40299999999999997
sample_2039,0.35200000000000004,0.316,0.662,0.387,0.363,0.413,0.433,0.423
sample_2040,0.35200000000000004,0.319,0.6559999999999999,0.369,0.36200000000000004,0.429,0.456,0.451
sample_2041,0.5489999999999999,0.321,0.6829999999999999,0.377,0.36200000000000004,0.445,0.478,0.456
sample_2042,0.5489999999999999,0.264,0.679,0.382,0.36200000000000004,0.461,0.519,0.496
sample_2043,0.5489999999999999,0.27899999999999997,0.68,0.382,0.361,0.483,0.488,0.505
sample_2044,0.5489999999999999,0.295,0.674,0.38,0.361,0.515,0.508,0.49700000000000005
sample_2045,0.5489999999999999,0.31,0.687,0.38,0.361,0.547,0.513,0.565
sample_2046,0.5489999999999999,0.326,0.6759999999999999,0.377,0.36,0.5770000000000001,0.545,0.574
sample_2047,0.5489999999999999,0.341,0.677,0.37799999999999995,0.43700000000000006,0.608,0.5770000000000001,0.579
sample_2048,0.5489999999999999,0.35600000000000004,0.677,0.456,0.47600000000000003,0.635,0.5820000000000001,0.585
sample_2049,0.5489999999999999,0.366,0.698,0.539,0.479,0.597,0.573,0.5589999999999999
sample_2050,0.5489999999999999,0.33799999999999997,0.665,0.528,0.48200000000000004,0.596,0.505,0.526
sample_2051,0.59,0.313,0.685,0.53,0.484,0.596,0.522,0.53
sample_2052,0.59,0.309,0.6809999999999999,0.524,0.48700000000000004,0.595,0.551,0.525
sample_2053,0.59,0.305,0.674,0.517,0.49,0.595,0.544,0.5379999999999999
sample_2054,0.59,0.301,0.665,0.527,0.49200000000000005,0.595,0.552,0.541
sample_2055,0.59,0.29600000000000004,0.6509999999999999,0.523,0.495,0.594,0.555,0.539
sample_2056,0.59,0.292,0.691,0.529,0.49700000000000005,0.594,0.5760000000000001,0.552
sample_2057,0.59,0.28800000000000003,0.6809999999999999,0.532,0.5,0.594,0.518,0.517
sample_2058,0.59,0.284,0.65,0.529,0.503,0.593,0.541,0.503
sample_2059,0.59,0.28,0.63,0.532,0.505,0.585,0.5489999999999999,0.53
sample_2060,0.59,0.276,0.659,0.525,0.508,0.5760000000000001,0.564,0.5760000000000001
sample_2061,0.436,0.272,0.662,0.529,0.51,0.568,0.5329999999999999,0.52
sample_2062,0.436,0.268,0.6729999999999999,0.529,0.513,0.557,0.506,0.48100000000000004
sample_2063,0.436,0.264,0.691,0.532,0.516,0.544,0.488,0.462
sample_2064,0.436,0.259,0.6829999999999999,0.527,0.518,0.53,0.48,0.467
sample_2065,0.436,0.255,0.71,0.623,0.521,0.491,0.455,0.45899999999999996
sample_2066,0.436,0.251,0.691,0.628,0.523,0.441,0.424,0.39
sample_2067,0.436,0.247,0.644,0.5579999999999999,0.526,0.414,0.40299999999999997,0.382
sample_2068,0.436,0.243,0.604,0.5539999999999999,0.529,0.40700000000000003,0.435,0.402
sample_2069,0.436,0.239,0.662,0.556,0.531,0.373,0.414,0.392
sample_2070,0.436,0.244,0.664,0.505,0.397,0.32,0.373,0.34
sample_2071,0.368,0.261,0.628,0.314,0.396,0.35,0.42100000000000004,0.381
sample_2072,0.368,0.287,0.635,0.262,0.396,0.418,0.49700000000000005,0.46799999999999997
sample_2073,0.368,0.314,0.6729999999999999,0.239,0.396,0.475,0.561,0.521
sample_2074,0.368,0.341,0.688,0.247,0.395,0.525,0.564,0.529
sample_2075,0.368,0.369,0.674,0.256,0.395,0.589,0.594,0.593
sample_2076,0.368,0.396,0.682,0.37,0.395,0.635,0.628,0.607
sample_2077,0.368,0.402,0.6659999999999999,0.374,0.395,0.645,0.5670000000000001,0.574
sample_2078,0.368,0.395,0.665,0.353,0.39399999999999996,0.655,0.588,0.574
sample_2079,0.368,0.389,0.675,0.374,0.39399999999999996,0.6609999999999999,0.59,0.5770000000000001
sample_2080,0.368,0.382,0.679,0.374,0.39399999999999996,0.653,0.5539999999999999,0.555
sample_2081,0.499,0.375,0.6809999999999999,0.37799999999999995,0.39299999999999996,0.645,0.56,0.546
sample_2082,0.499,0.369,0.672,0.375,0.39299999999999996,0.637,0.519,0.528
sample_2083,0.499,0.36200000000000004,0.677,0.36700000000000005,0.39299999999999996,0.629,0.522,0.535
sample_2084,0.499,0.355,0.6709999999999999,0.37200000000000005,0.392,0.6509999999999999,0.55,0.524
sample_2085,0.499,0.349,0.6859999999999999,0.373,0.392,0.659,0.5660000000000001,0.563
sample_2086,0.499,0.342,0.679,0.359,0.392,0.66,0.535,0.528
sample_2087,0.499,0.335,0.659,0.37799999999999995,0.391,0.6779999999999999,0.5660000000000001,0.5660000000000001
sample_2088,0.499,0.32899999999999996,0.6920000000000001,0.439,0.391,0.659,0.585,0.581
sample_2089,0.499,0.322,0.682,0.455,0.391,0.639,0.556,0.54
sample_2090,0.499,0.315,0.6920000000000001,0.546,0.39,0.62,0.531,0.505
sample_2091,0.401,0.309,0.687,0.628,0.39,0.609,0.518,0.47700000000000004
sample_2092,0.401,0.306,0.688,0.622,0.39,0.599,0.484,0.48
sample_2093,0.401,0.302,0.675,0.621,0.389,0.591,0.491,0.474
sample_2094,0.401,0.299,0.669,0.63,0.389,0.584,0.498,0.479
sample_2095,0.401,0.295,0.6679999999999999,0.63,0.389,0.5760000000000001,0.495,0.488
sample_2096,0.401,0.292,0.6629999999999999,0.634,0.38799999999999996,0.539,0.47600000000000003,0.44
sample_2097,0.401,0.28800000000000003,0.6709999999999999,0.626,0.38799999999999996,0.503,0.455,0.406
sample_2098,0.401,0.285,0.6809999999999999,0.624,0.38799999999999996,0.467,0.41600000000000004,0.401
