,y,x1,x2,x3,x4,x5
sample_8857,0.119,0.238,0.338,0.738,0.72,0.605
sample_8858,0.119,0.24,0.351,0.738,0.724,0.602
sample_8859,0.119,0.239,0.34,0.733,0.729,0.612
sample_8860,0.119,0.238,0.342,0.72,0.731,0.609
sample_8861,0.13,0.242,0.337,0.719,0.76,0.598
sample_8862,0.13,0.245,0.331,0.722,0.738,0.6
sample_8863,0.13,0.244,0.359,0.73,0.72,0.592
sample_8864,0.13,0.24,0.356,0.735,0.747,0.589
sample_8865,0.13,0.241,0.352,0.73,0.746,0.589
sample_8866,0.13,0.239,0.363,0.727,0.744,0.597
sample_8867,0.13,0.238,0.37,0.732,0.737,0.6
sample_8868,0.13,0.241,0.368,0.738,0.731,0.594
sample_8869,0.13,0.241,0.362,0.739,0.743,0.587
sample_8870,0.13,0.243,0.352,0.738,0.729,0.591
sample_8871,0.13,0.248,0.331,0.735,0.743,0.601
sample_8872,0.13,0.249,0.341,0.744,0.753,0.598
sample_8873,0.13,0.247,0.347,0.753,0.704,0.6
sample_8874,0.13,0.242,0.343,0.749,0.718,0.609
sample_8875,0.13,0.239,0.333,0.744,0.726,0.618
sample_8876,0.13,0.24,0.323,0.747,0.716,0.617
sample_8877,0.13,0.239,0.349,0.748,0.724,0.606
sample_8878,0.13,0.241,0.348,0.741,0.732,0.608
sample_8879,0.13,0.243,0.323,0.738,0.725,0.616
sample_8880,0.13,0.241,0.336,0.732,0.728,0.606
sample_8881,0.166,0.239,0.34,0.733,0.735,0.6
sample_8882,0.166,0.233,0.338,0.744,0.752,0.6
sample_8883,0.166,0.227,0.366,0.746,0.759,0.592
sample_8884,0.166,0.229,0.353,0.752,0.73,0.601
sample_8885,0.166,0.231,0.332,0.758,0.716,0.607
sample_8886,0.166,0.231,0.325,0.75,0.717,0.609
sample_8887,0.166,0.234,0.316,0.743,0.732,0.618
sample_8888,0.166,0.243,0.338,0.744,0.748,0.608
sample_8889,0.166,0.252,0.36,0.753,0.748,0.596
sample_8890,0.166,0.256,0.357,0.763,0.748,0.589
sample_8891,0.166,0.259,0.355,0.777,0.732,0.583
sample_8892,0.166,0.265,0.356,0.787,0.712,0.588
sample_8893,0.166,0.266,0.361,0.801,0.721,0.581
sample_8894,0.166,0.261,0.358,0.802,0.723,0.59
sample_8895,0.166,0.253,0.356,0.791,0.732,0.602
sample_8896,0.166,0.251,0.355,0.798,0.76,0.599
sample_8897,0.166,0.254,0.344,0.806,0.759,0.602
sample_8898,0.166,0.258,0.327,0.803,0.74,0.609
sample_8899,0.166,0.262,0.316,0.813,0.732,0.616
sample_8900,0.166,0.266,0.34,0.813,0.723,0.603
sample_8901,0.107,0.281,0.349,0.812,0.706,0.595
sample_8902,0.107,0.338,0.334,0.843,0.699,0.606
sample_8903,0.107,0.441,0.407,0.893,0.706,0.58
sample_8904,0.107,0.497,0.477,0.942,0.751,0.561
sample_8905,0.107,0.491,0.483,0.975,0.783,0.592
sample_8906,0.107,0.484,0.483,1,0.761,0.605
sample_8907,0.107,0.469,0.504,0.996,0.729,0.598
sample_8908,0.107,0.456,0.518,0.981,0.723,0.599
sample_8909,0.107,0.45,0.502,0.973,0.739,0.615
sample_8910,0.107,0.441,0.486,0.949,0.731,0.614
sample_8911,0.107,0.43,0.481,0.923,0.732,0.59
sample_8912,0.107,0.425,0.506,0.895,0.746,0.59
sample_8913,0.107,0.425,0.519,0.878,0.736,0.599
sample_8914,0.107,0.429,0.526,0.869,0.728,0.605
sample_8915,0.107,0.432,0.535,0.877,0.732,0.601
sample_8916,0.107,0.434,0.511,0.888,0.75,0.603
sample_8917,0.107,0.435,0.497,0.88,0.726,0.619
sample_8918,0.107,0.436,0.498,0.884,0.694,0.626
sample_8919,0.107,0.435,0.496,0.888,0.716,0.622
sample_8920,0.107,0.43,0.492,0.87,0.723,0.616
sample_8921,0.233,0.43,0.504,0.861,0.76,0.607
sample_8922,0.233,0.431,0.53,0.863,0.762,0.598
sample_8923,0.233,0.431,0.528,0.853,0.72,0.596
sample_8924,0.233,0.43,0.497,0.843,0.72,0.607
sample_8925,0.233,0.426,0.486,0.844,0.721,0.626
sample_8926,0.233,0.425,0.489,0.836,0.73,0.625
sample_8927,0.233,0.425,0.494,0.828,0.732,0.612
sample_8928,0.233,0.427,0.502,0.815,0.725,0.609
sample_8929,0.233,0.423,0.494,0.799,0.734,0.6
sample_8930,0.233,0.418,0.503,0.793,0.728,0.587
sample_8931,0.233,0.423,0.529,0.78,0.707,0.59
sample_8932,0.233,0.427,0.513,0.776,0.7,0.607
sample_8933,0.233,0.422,0.49,0.775,0.71,0.619
sample_8934,0.233,0.42,0.502,0.769,0.719,0.617
sample_8935,0.233,0.421,0.528,0.764,0.736,0.612
sample_8936,0.233,0.431,0.552,0.768,0.741,0.604
sample_8937,0.233,0.44,0.552,0.76,0.724,0.597
sample_8938,0.233,0.439,0.542,0.756,0.707,0.591
sample_8939,0.233,0.441,0.535,0.753,0.7,0.577
sample_8940,0.233,0.44,0.519,0.751,0.713,0.575
sample_8941,0.249,0.436,0.511,0.75,0.711,0.596
sample_8942,0.249,0.435,0.513,0.745,0.698,0.606
sample_8943,0.249,0.437,0.503,0.738,0.728,0.609
sample_8944,0.249,0.439,0.494,0.728,0.757,0.613
sample_8945,0.249,0.443,0.501,0.714,0.749,0.611
sample_8946,0.249,0.443,0.533,0.693,0.74,0.616
sample_8947,0.249,0.448,0.552,0.689,0.716,0.624
sample_8948,0.249,0.459,0.529,0.692,0.722,0.619
sample_8949,0.249,0.459,0.514,0.689,0.734,0.616
sample_8950,0.249,0.453,0.525,0.684,0.698,0.593
sample_8951,0.249,0.441,0.513,0.673,0.687,0.59
sample_8952,0.249,0.433,0.504,0.661,0.712,0.604
sample_8953,0.249,0.439,0.497,0.652,0.719,0.61
sample_8954,0.249,0.441,0.501,0.642,0.714,0.594
sample_8955,0.249,0.44,0.503,0.635,0.731,0.592
sample_8956,0.249,0.434,0.493,0.629,0.708,0.621
sample_8957,0.249,0.428,0.518,0.629,0.707,0.611
sample_8958,0.249,0.431,0.539,0.618,0.723,0.597
sample_8959,0.249,0.437,0.529,0.606,0.72,0.603
sample_8960,0.249,0.439,0.511,0.6,0.727,0.607
sample_8961,0.279,0.446,0.497,0.595,0.727,0.61
sample_8962,0.279,0.449,0.501,0.592,0.741,0.604
sample_8963,0.279,0.449,0.504,0.591,0.746,0.603
sample_8964,0.279,0.45,0.506,0.597,0.751,0.619
sample_8965,0.279,0.447,0.518,0.601,0.743,0.598
sample_8966,0.279,0.443,0.523,0.597,0.721,0.574
sample_8967,0.279,0.44,0.523,0.592,0.742,0.586
sample_8968,0.279,0.442,0.522,0.582,0.737,0.587
sample_8969,0.279,0.45,0.518,0.572,0.74,0.594
sample_8970,0.279,0.454,0.518,0.565,0.718,0.596
sample_8971,0.279,0.452,0.524,0.564,0.717,0.601
sample_8972,0.279,0.452,0.518,0.57,0.734,0.612
sample_8973,0.279,0.451,0.514,0.574,0.695,0.605
sample_8974,0.279,0.446,0.524,0.572,0.701,0.6
sample_8975,0.279,0.442,0.513,0.562,0.731,0.607
sample_8976,0.279,0.446,0.517,0.557,0.719,0.61
sample_8977,0.279,0.452,0.515,0.555,0.728,0.604
sample_8978,0.279,0.457,0.498,0.553,0.755,0.599
sample_8979,0.279,0.468,0.496,0.554,0.74,0.603
sample_8980,0.279,0.469,0.496,0.565,0.706,0.605
sample_8981,0.137,0.47,0.521,0.577,0.694,0.593
sample_8982,0.137,0.469,0.532,0.591,0.711,0.594
sample_8983,0.137,0.465,0.516,0.606,0.715,0.603
sample_8984,0.137,0.461,0.504,0.609,0.72,0.613
sample_8985,0.137,0.459,0.515,0.618,0.762,0.606
sample_8986,0.137,0.461,0.518,0.623,0.764,0.596
sample_8987,0.137,0.464,0.505,0.619,0.746,0.602
sample_8988,0.137,0.466,0.494,0.619,0.718,0.609
sample_8989,0.137,0.468,0.511,0.614,0.703,0.609
sample_8990,0.137,0.474,0.535,0.619,0.727,0.603
sample_8991,0.137,0.478,0.54,0.622,0.736,0.595
sample_8992,0.137,0.479,0.52,0.619,0.745,0.601
sample_8993,0.137,0.48,0.5,0.622,0.732,0.608
sample_8994,0.137,0.475,0.507,0.633,0.74,0.607
sample_8995,0.137,0.47,0.517,0.647,0.747,0.606
sample_8996,0.137,0.465,0.51,0.649,0.729,0.608
sample_8997,0.137,0.467,0.507,0.641,0.773,0.6
sample_8998,0.137,0.472,0.528,0.63,0.778,0.589
sample_8999,0.137,0.47,0.532,0.626,0.732,0.601
sample_9000,0.137,0.471,0.532,0.634,0.737,0.597
sample_9001,0.155,0.477,0.51,0.637,0.737,0.599
sample_9002,0.155,0.476,0.497,0.633,0.761,0.611
sample_9003,0.155,0.468,0.503,0.631,0.706,0.613
sample_9004,0.155,0.462,0.513,0.631,0.688,0.605
sample_9005,0.155,0.461,0.537,0.639,0.714,0.596
sample_9006,0.155,0.46,0.517,0.644,0.722,0.602
sample_9007,0.155,0.463,0.485,0.641,0.754,0.613
sample_9008,0.155,0.467,0.491,0.641,0.724,0.614
sample_9009,0.155,0.466,0.513,0.638,0.73,0.606
sample_9010,0.155,0.465,0.53,0.631,0.716,0.606
sample_9011,0.155,0.467,0.53,0.637,0.706,0.603
sample_9012,0.155,0.473,0.53,0.649,0.715,0.598
sample_9013,0.155,0.479,0.528,0.65,0.716,0.598
sample_9014,0.155,0.482,0.514,0.648,0.743,0.599
sample_9015,0.155,0.476,0.498,0.643,0.706,0.609
sample_9016,0.155,0.462,0.496,0.638,0.73,0.615
sample_9017,0.155,0.457,0.5,0.636,0.751,0.612
sample_9018,0.155,0.457,0.517,0.636,0.75,0.607
sample_9019,0.155,0.458,0.522,0.628,0.754,0.605
sample_9020,0.155,0.458,0.519,0.618,0.727,0.606
sample_9021,0.185,0.452,0.518,0.623,0.738,0.604
sample_9022,0.185,0.455,0.503,0.633,0.715,0.61
sample_9023,0.185,0.457,0.519,0.631,0.736,0.598
sample_9024,0.185,0.457,0.524,0.633,0.737,0.595
sample_9025,0.185,0.454,0.514,0.625,0.711,0.605
sample_9026,0.185,0.454,0.513,0.609,0.753,0.609
sample_9027,0.185,0.455,0.498,0.605,0.73,0.617
sample_9028,0.185,0.456,0.506,0.599,0.717,0.608
sample_9029,0.185,0.458,0.509,0.599,0.703,0.605
sample_9030,0.185,0.455,0.502,0.602,0.715,0.613
sample_9031,0.185,0.451,0.504,0.603,0.746,0.605
sample_9032,0.185,0.444,0.503,0.598,0.73,0.604
sample_9033,0.185,0.439,0.516,0.592,0.757,0.608
sample_9034,0.185,0.437,0.522,0.585,0.724,0.609
sample_9035,0.185,0.435,0.527,0.576,0.715,0.6
sample_9036,0.185,0.437,0.515,0.569,0.73,0.598
sample_9037,0.185,0.444,0.501,0.559,0.726,0.597
sample_9038,0.185,0.453,0.499,0.546,0.761,0.599
sample_9039,0.185,0.457,0.5,0.531,0.73,0.609
sample_9040,0.185,0.454,0.524,0.528,0.728,0.595
sample_9041,0.261,0.451,0.52,0.538,0.736,0.597
sample_9042,0.261,0.447,0.508,0.533,0.714,0.607
sample_9043,0.261,0.44,0.505,0.521,0.733,0.615
sample_9044,0.261,0.436,0.499,0.517,0.733,0.615
sample_9045,0.261,0.437,0.512,0.504,0.761,0.603
sample_9046,0.261,0.437,0.527,0.49,0.741,0.596
sample_9047,0.261,0.441,0.514,0.485,0.73,0.607
sample_9048,0.261,0.446,0.511,0.474,0.725,0.613
sample_9049,0.261,0.445,0.522,0.464,0.711,0.606
sample_9050,0.261,0.414,0.458,0.458,0.771,0.627
sample_9051,0.261,0.357,0.367,0.449,0.789,0.645
sample_9052,0.261,0.332,0.356,0.431,0.759,0.629
sample_9053,0.261,0.338,0.372,0.42,0.729,0.61
sample_9054,0.261,0.345,0.374,0.415,0.756,0.598
sample_9055,0.261,0.351,0.37,0.426,0.769,0.59
sample_9056,0.261,0.35,0.367,0.441,0.734,0.584
sample_9057,0.261,0.346,0.365,0.452,0.762,0.585
sample_9058,0.261,0.348,0.361,0.467,0.731,0.59
sample_9059,0.261,0.35,0.358,0.469,0.716,0.589
sample_9060,0.261,0.352,0.35,0.471,0.757,0.598
sample_9061,0.103,0.352,0.332,0.474,0.711,0.616
sample_9062,0.103,0.351,0.321,0.472,0.716,0.613
sample_9063,0.103,0.347,0.335,0.473,0.712,0.604
sample_9064,0.103,0.341,0.358,0.476,0.705,0.594
sample_9065,0.103,0.337,0.36,0.475,0.757,0.591
sample_9066,0.103,0.338,0.351,0.476,0.727,0.598
sample_9067,0.103,0.342,0.329,0.485,0.742,0.61
sample_9068,0.103,0.347,0.319,0.482,0.751,0.617
sample_9069,0.103,0.349,0.342,0.473,0.705,0.611
sample_9070,0.103,0.343,0.344,0.471,0.733,0.61
sample_9071,0.103,0.339,0.328,0.475,0.732,0.61
sample_9072,0.103,0.343,0.337,0.474,0.728,0.606
sample_9073,0.103,0.342,0.35,0.472,0.788,0.603
sample_9074,0.103,0.342,0.35,0.471,0.783,0.602
sample_9075,0.103,0.34,0.348,0.464,0.766,0.606
sample_9076,0.103,0.335,0.358,0.462,0.758,0.599
sample_9077,0.103,0.329,0.34,0.469,0.683,0.603
sample_9078,0.103,0.325,0.321,0.471,0.651,0.61
sample_9079,0.103,0.328,0.342,0.46,0.697,0.608
sample_9080,0.103,0.33,0.338,0.449,0.777,0.605
sample_9081,0.18,0.329,0.334,0.443,0.781,0.601
sample_9082,0.18,0.329,0.356,0.436,0.702,0.596
sample_9083,0.18,0.336,0.351,0.442,0.696,0.594
sample_9084,0.18,0.344,0.356,0.453,0.709,0.593
sample_9085,0.18,0.348,0.346,0.455,0.728,0.6
sample_9086,0.18,0.349,0.328,0.467,0.773,0.605
sample_9087,0.18,0.35,0.345,0.477,0.768,0.598
sample_9088,0.18,0.347,0.349,0.475,0.768,0.607
sample_9089,0.18,0.344,0.319,0.48,0.776,0.618
sample_9090,0.18,0.336,0.34,0.485,0.738,0.6
sample_9091,0.18,0.324,0.364,0.488,0.667,0.591
sample_9092,0.18,0.318,0.359,0.49,0.669,0.593
sample_9093,0.18,0.32,0.356,0.492,0.704,0.591
sample_9094,0.18,0.325,0.335,0.492,0.722,0.602
sample_9095,0.18,0.332,0.317,0.488,0.756,0.61
sample_9096,0.18,0.338,0.336,0.486,0.751,0.604
sample_9097,0.18,0.342,0.351,0.488,0.715,0.601
sample_9098,0.18,0.345,0.332,0.482,0.716,0.61
sample_9099,0.18,0.347,0.322,0.472,0.745,0.618
sample_9100,0.18,0.346,0.328,0.465,0.745,0.617
sample_9101,0.167,0.345,0.317,0.465,0.731,0.618
sample_9102,0.167,0.344,0.337,0.476,0.742,0.605
sample_9103,0.167,0.343,0.358,0.483,0.728,0.595
sample_9104,0.167,0.341,0.347,0.487,0.692,0.599
sample_9105,0.167,0.336,0.357,0.495,0.713,0.591
sample_9106,0.167,0.33,0.358,0.495,0.723,0.591
sample_9107,0.167,0.332,0.343,0.494,0.734,0.598
sample_9108,0.167,0.335,0.327,0.487,0.753,0.611
sample_9109,0.167,0.329,0.317,0.477,0.702,0.617
sample_9110,0.167,0.326,0.314,0.476,0.697,0.61
sample_9111,0.167,0.326,0.338,0.472,0.73,0.608
sample_9112,0.167,0.33,0.349,0.458,0.716,0.612
sample_9113,0.167,0.334,0.331,0.449,0.733,0.61
sample_9114,0.167,0.339,0.344,0.444,0.714,0.599
sample_9115,0.167,0.339,0.366,0.441,0.707,0.591
sample_9116,0.167,0.334,0.361,0.438,0.748,0.593
sample_9117,0.167,0.333,0.336,0.433,0.721,0.602
sample_9118,0.167,0.333,0.336,0.436,0.722,0.607
sample_9119,0.167,0.334,0.338,0.437,0.75,0.603
sample_9120,0.167,0.331,0.326,0.436,0.711,0.603
sample_9121,0.206,0.329,0.34,0.44,0.726,0.593
sample_9122,0.206,0.328,0.334,0.443,0.756,0.592
sample_9123,0.206,0.325,0.315,0.432,0.725,0.612
sample_9124,0.206,0.327,0.335,0.426,0.721,0.613
sample_9125,0.206,0.328,0.354,0.429,0.709,0.61
sample_9126,0.206,0.327,0.355,0.423,0.701,0.605
sample_9127,0.206,0.325,0.348,0.419,0.735,0.603
sample_9128,0.206,0.324,0.348,0.425,0.712,0.607
sample_9129,0.206,0.327,0.359,0.433,0.705,0.602
sample_9130,0.206,0.327,0.342,0.429,0.722,0.608
sample_9131,0.206,0.324,0.325,0.427,0.727,0.608
sample_9132,0.206,0.323,0.343,0.43,0.754,0.593
sample_9133,0.206,0.327,0.345,0.432,0.724,0.594
sample_9134,0.206,0.325,0.327,0.431,0.724,0.604
sample_9135,0.206,0.323,0.339,0.425,0.742,0.604
sample_9136,0.206,0.325,0.34,0.424,0.732,0.603
sample_9137,0.206,0.329,0.34,0.417,0.732,0.604
sample_9138,0.206,0.328,0.351,0.404,0.739,0.605
sample_9139,0.206,0.326,0.336,0.403,0.758,0.606
sample_9140,0.206,0.328,0.344,0.408,0.734,0.596
sample_9141,0.179,0.33,0.338,0.403,0.715,0.606
sample_9142,0.179,0.332,0.332,0.404,0.739,0.61
sample_9143,0.179,0.329,0.353,0.41,0.726,0.596
sample_9144,0.179,0.325,0.357,0.412,0.706,0.598
sample_9145,0.179,0.324,0.339,0.412,0.736,0.607
sample_9146,0.179,0.326,0.334,0.412,0.716,0.604
sample_9147,0.179,0.324,0.344,0.414,0.71,0.603
sample_9148,0.179,0.324,0.346,0.413,0.742,0.603
sample_9149,0.179,0.329,0.346,0.409,0.737,0.606
sample_9150,0.179,0.327,0.329,0.404,0.74,0.614
sample_9151,0.179,0.328,0.336,0.402,0.716,0.607
sample_9152,0.179,0.333,0.329,0.404,0.727,0.604
sample_9153,0.179,0.334,0.327,0.411,0.728,0.603
sample_9154,0.179,0.335,0.341,0.418,0.714,0.602
sample_9155,0.179,0.337,0.347,0.413,0.726,0.599
sample_9156,0.179,0.34,0.348,0.407,0.739,0.601
sample_9157,0.179,0.343,0.345,0.415,0.77,0.605
sample_9158,0.179,0.348,0.341,0.423,0.779,0.6
sample_9159,0.179,0.354,0.331,0.435,0.748,0.597
sample_9160,0.179,0.361,0.353,0.455,0.719,0.59
sample_9161,0.116,0.36,0.351,0.464,0.703,0.598
sample_9162,0.116,0.351,0.332,0.471,0.706,0.614
sample_9163,0.116,0.345,0.336,0.471,0.751,0.615
sample_9164,0.116,0.341,0.357,0.468,0.739,0.606
sample_9165,0.116,0.341,0.342,0.469,0.732,0.608
sample_9166,0.116,0.344,0.318,0.463,0.757,0.614
sample_9167,0.116,0.35,0.336,0.457,0.737,0.608
sample_9168,0.116,0.355,0.343,0.458,0.723,0.601
sample_9169,0.116,0.353,0.325,0.455,0.721,0.608
sample_9170,0.116,0.351,0.349,0.45,0.697,0.602
sample_9171,0.116,0.351,0.363,0.453,0.725,0.587
sample_9172,0.116,0.349,0.337,0.465,0.74,0.599
sample_9173,0.116,0.35,0.339,0.47,0.724,0.606
sample_9174,0.116,0.348,0.343,0.464,0.731,0.608
sample_9175,0.116,0.346,0.338,0.46,0.737,0.608
sample_9176,0.116,0.35,0.354,0.456,0.737,0.603
sample_9177,0.116,0.349,0.346,0.45,0.726,0.608
sample_9178,0.116,0.349,0.353,0.45,0.695,0.608
sample_9179,0.116,0.353,0.349,0.449,0.722,0.612
sample_9180,0.116,0.354,0.339,0.447,0.739,0.611
sample_9181,0.143,0.353,0.352,0.449,0.707,0.595
sample_9182,0.143,0.35,0.348,0.453,0.713,0.595
sample_9183,0.143,0.347,0.33,0.453,0.728,0.603
sample_9184,0.143,0.346,0.324,0.452,0.732,0.605
sample_9185,0.143,0.349,0.344,0.455,0.739,0.599
sample_9186,0.143,0.354,0.358,0.462,0.732,0.59
sample_9187,0.143,0.356,0.358,0.471,0.735,0.593
sample_9188,0.143,0.353,0.354,0.477,0.741,0.592
sample_9189,0.143,0.35,0.359,0.482,0.747,0.591
sample_9190,0.143,0.346,0.363,0.481,0.732,0.593
sample_9191,0.143,0.346,0.341,0.489,0.717,0.597
sample_9192,0.143,0.349,0.342,0.492,0.724,0.599
sample_9193,0.143,0.347,0.36,0.483,0.738,0.595
sample_9194,0.143,0.348,0.36,0.481,0.751,0.597
sample_9195,0.143,0.351,0.362,0.483,0.771,0.598
sample_9196,0.143,0.353,0.346,0.491,0.75,0.603
sample_9197,0.143,0.355,0.343,0.493,0.719,0.598
sample_9198,0.143,0.357,0.353,0.491,0.701,0.599
sample_9199,0.143,0.356,0.327,0.494,0.697,0.613
sample_9200,0.143,0.36,0.323,0.499,0.705,0.613
sample_9201,0.15,0.358,0.344,0.497,0.707,0.611
sample_9202,0.15,0.355,0.35,0.489,0.724,0.614
sample_9203,0.15,0.352,0.356,0.485,0.705,0.604
sample_9204,0.15,0.354,0.354,0.487,0.702,0.596
sample_9205,0.15,0.353,0.328,0.488,0.722,0.601
sample_9206,0.15,0.356,0.33,0.481,0.704,0.608
sample_9207,0.15,0.356,0.358,0.474,0.712,0.602
sample_9208,0.15,0.354,0.362,0.475,0.731,0.602
sample_9209,0.15,0.359,0.332,0.473,0.72,0.611
sample_9210,0.15,0.358,0.337,0.471,0.695,0.607
sample_9211,0.15,0.355,0.36,0.475,0.724,0.591
sample_9212,0.15,0.353,0.34,0.478,0.744,0.594
sample_9213,0.15,0.345,0.33,0.482,0.726,0.607
sample_9214,0.15,0.34,0.334,0.475,0.736,0.605
sample_9215,0.15,0.338,0.347,0.464,0.707,0.6
sample_9216,0.15,0.334,0.363,0.457,0.706,0.593
sample_9217,0.15,0.342,0.367,0.447,0.724,0.592
sample_9218,0.15,0.353,0.351,0.438,0.695,0.6
sample_9219,0.15,0.357,0.325,0.437,0.739,0.607
sample_9220,0.15,0.358,0.324,0.444,0.723,0.606
sample_9221,0.186,0.355,0.353,0.446,0.701,0.595
sample_9222,0.186,0.355,0.342,0.443,0.726,0.599
sample_9223,0.186,0.354,0.333,0.449,0.718,0.599
sample_9224,0.186,0.352,0.343,0.451,0.752,0.593
sample_9225,0.186,0.35,0.325,0.45,0.742,0.601
sample_9226,0.186,0.348,0.317,0.451,0.738,0.61
sample_9227,0.186,0.345,0.316,0.441,0.77,0.619
sample_9228,0.186,0.346,0.321,0.425,0.728,0.614
sample_9229,0.186,0.348,0.339,0.418,0.747,0.595
sample_9230,0.186,0.347,0.352,0.418,0.728,0.596
sample_9231,0.186,0.349,0.342,0.421,0.721,0.602
sample_9232,0.186,0.352,0.342,0.42,0.76,0.599
sample_9233,0.186,0.353,0.345,0.415,0.717,0.597
sample_9234,0.186,0.352,0.325,0.414,0.757,0.609
sample_9235,0.186,0.355,0.325,0.418,0.776,0.609
sample_9236,0.186,0.358,0.334,0.423,0.75,0.599
sample_9237,0.186,0.361,0.349,0.427,0.786,0.595
sample_9238,0.186,0.362,0.365,0.428,0.769,0.596
sample_9239,0.186,0.36,0.346,0.43,0.747,0.605
sample_9240,0.186,0.357,0.343,0.441,0.75,0.605
sample_9241,0.115,0.356,0.339,0.455,0.742,0.606
sample_9242,0.115,0.353,0.327,0.453,0.763,0.604
sample_9243,0.115,0.348,0.337,0.447,0.767,0.599
sample_9244,0.115,0.351,0.34,0.448,0.765,0.604
sample_9245,0.115,0.356,0.349,0.448,0.745,0.602
sample_9246,0.115,0.352,0.332,0.446,0.725,0.607
sample_9247,0.115,0.351,0.328,0.447,0.775,0.601
sample_9248,0.115,0.36,0.355,0.449,0.77,0.593
sample_9249,0.115,0.366,0.357,0.449,0.747,0.594
sample_9250,0.115,0.368,0.34,0.454,0.741,0.605
sample_9251,0.115,0.367,0.343,0.46,0.722,0.609
sample_9252,0.115,0.364,0.338,0.471,0.765,0.6
sample_9253,0.115,0.364,0.336,0.483,0.761,0.599
sample_9254,0.115,0.367,0.369,0.489,0.737,0.59
sample_9255,0.115,0.368,0.366,0.483,0.76,0.586
sample_9256,0.115,0.37,0.341,0.475,0.75,0.596
sample_9257,0.115,0.366,0.344,0.475,0.73,0.606
sample_9258,0.115,0.357,0.354,0.483,0.738,0.614
sample_9259,0.115,0.353,0.328,0.487,0.76,0.621
sample_9260,0.115,0.352,0.321,0.484,0.774,0.615
sample_9261,0.154,0.35,0.335,0.483,0.762,0.602
sample_9262,0.154,0.353,0.354,0.475,0.772,0.597
sample_9263,0.154,0.354,0.363,0.471,0.75,0.596
sample_9264,0.154,0.359,0.365,0.466,0.699,0.6
sample_9265,0.154,0.362,0.341,0.463,0.697,0.609
sample_9266,0.154,0.362,0.334,0.468,0.697,0.604
sample_9267,0.154,0.364,0.341,0.468,0.707,0.598
sample_9268,0.154,0.357,0.345,0.465,0.718,0.605
sample_9269,0.154,0.354,0.359,0.47,0.733,0.6
sample_9270,0.154,0.354,0.356,0.481,0.735,0.592
sample_9271,0.154,0.352,0.364,0.484,0.73,0.588
sample_9272,0.154,0.352,0.363,0.484,0.746,0.59
sample_9273,0.154,0.361,0.356,0.48,0.737,0.592
sample_9274,0.154,0.365,0.33,0.48,0.712,0.605
sample_9275,0.154,0.356,0.32,0.486,0.73,0.617
sample_9276,0.154,0.352,0.332,0.494,0.745,0.609
sample_9277,0.154,0.353,0.343,0.502,0.727,0.606
sample_9278,0.154,0.358,0.34,0.497,0.705,0.609
sample_9279,0.154,0.363,0.335,0.5,0.722,0.606
sample_9280,0.154,0.365,0.356,0.51,0.728,0.6
sample_9281,0.11,0.366,0.369,0.517,0.742,0.59
sample_9282,0.11,0.368,0.354,0.52,0.734,0.594
sample_9283,0.11,0.367,0.337,0.526,0.712,0.602
sample_9284,0.11,0.367,0.33,0.536,0.703,0.603
sample_9285,0.11,0.366,0.344,0.542,0.713,0.594
sample_9286,0.11,0.357,0.339,0.543,0.722,0.594
sample_9287,0.11,0.355,0.33,0.529,0.726,0.608
sample_9288,0.11,0.354,0.35,0.511,0.731,0.606
sample_9289,0.11,0.357,0.342,0.505,0.718,0.6
sample_9290,0.11,0.362,0.345,0.5,0.716,0.603
sample_9291,0.11,0.363,0.368,0.5,0.747,0.593
sample_9292,0.11,0.359,0.36,0.505,0.746,0.594
sample_9293,0.11,0.356,0.336,0.509,0.72,0.606
sample_9294,0.11,0.353,0.323,0.505,0.723,0.611
sample_9295,0.11,0.35,0.348,0.504,0.716,0.6
sample_9296,0.11,0.347,0.366,0.501,0.738,0.59
sample_9297,0.11,0.344,0.343,0.492,0.747,0.608
sample_9298,0.11,0.344,0.327,0.484,0.742,0.615
sample_9299,0.11,0.35,0.347,0.478,0.731,0.599
sample_9300,0.11,0.356,0.344,0.471,0.713,0.606
sample_9301,0.214,0.356,0.339,0.474,0.71,0.606
sample_9302,0.214,0.352,0.354,0.475,0.726,0.592
sample_9303,0.214,0.349,0.355,0.468,0.735,0.598
sample_9304,0.214,0.344,0.349,0.471,0.745,0.604
sample_9305,0.214,0.339,0.33,0.468,0.74,0.613
sample_9306,0.214,0.334,0.348,0.46,0.714,0.617
sample_9307,0.214,0.332,0.35,0.461,0.704,0.61
sample_9308,0.214,0.338,0.333,0.461,0.72,0.612
sample_9309,0.214,0.346,0.333,0.453,0.733,0.611
sample_9310,0.214,0.348,0.337,0.444,0.73,0.604
sample_9311,0.214,0.35,0.33,0.44,0.74,0.604
sample_9312,0.214,0.354,0.319,0.443,0.727,0.603
sample_9313,0.214,0.35,0.34,0.456,0.729,0.596
sample_9314,0.214,0.341,0.357,0.471,0.741,0.59
sample_9315,0.214,0.337,0.339,0.472,0.723,0.599
sample_9316,0.214,0.336,0.337,0.467,0.718,0.607
sample_9317,0.214,0.333,0.343,0.47,0.749,0.6
sample_9318,0.214,0.327,0.336,0.473,0.777,0.598
sample_9319,0.214,0.322,0.339,0.461,0.736,0.603
sample_9320,0.214,0.315,0.336,0.447,0.718,0.615
sample_9321,0.196,0.316,0.338,0.444,0.726,0.611
sample_9322,0.196,0.32,0.331,0.445,0.729,0.61
